vs@0,vs@1,vs@2,vs@3,vs@4,vs@5,vs@6,vs@7,vs@8,vs@9,vs@10,vs@11,vs@12,vs@13,vs@14,vs@15,vs@16,vs@17,vs@18,vs@19,vs@20,vs@21,vs@22,vs@23,vs@24,vs@25,vs@26,vs@27,vs@28,vs@29,vs@30
912.5767,1045.6101,1105.8564,1122.4844,1186.4038,1197.3715,1322.5452,1346.2112,1348.7883,1360.5215,1398.2601,1387.9667,1434.9226,1474.9493,1480.0171,1465.4462,1467.2661,1481.6768,1477.7441,1470.9783,1475.2091,1431.3658,1367.9271,1339.5121,1338.4182,1335.648,1342.2985,1329.7977,1334.0476,1325.2205,1331.1809
259.52612,228.51546,217.80089,223.54836,218.20914,230.36177,231.32512,233.4543,244.02649,243.95567,246.06224,261.83368,282.20676,285.07388,299.43347,308.79117,318.20605,318.43488,334.88113,343.12292,346.2764,369.02167,371.22266,391.05942,380.11105,391.16614,396.32928,406.2851,415.9456,421.7248,431.9276
421.90942,338.9953,298.23257,277.88522,273.79532,291.73096,296.16434,296.1259,304.9565,307.8463,309.46432,333.21164,346.74368,355.57446,366.29712,373.32312,383.6444,387.7914,395.77808,412.7371,419.1836,439.5188,446.27808,459.2612,455.23697,472.78143,479.2158,488.1475,505.26923,508.30594,514.37964
267.57748,239.3477,228.69653,233.244,227.73935,241.74529,243.46558,244.9407,256.45105,256.9099,257.00018,274.96567,295.24704,298.76584,313.28378,321.96234,331.81705,331.9826,347.0328,356.97333,361.6913,384.38617,386.96912,405.98807,395.41577,405.8748,410.72156,421.8706,433.4407,438.13416,447.4172
494.09204,456.55835,433.73264,400.87677,377.34894,363.6276,358.13483,347.8968,349.9971,352.0647,359.71567,376.504,387.57663,401.0537,408.51797,416.23413,425.71515,430.42737,439.7289,455.18423,464.4108,486.7893,499.0459,511.4327,509.60046,534.4159,553.0167,550.5757,568.4318,575.09705,578.67395
483.89935,444.3142,428.04117,405.5117,393.57153,385.06183,383.223,373.32916,376.6978,377.4175,388.02292,403.028,413.83142,430.4838,439.78482,448.08932,460.6025,470.68817,483.61243,497.50253,512.8497,540.34717,553.37335,573.2268,574.4414,608.42957,633.0693,626.9053,649.4242,652.24286,657.55273
817.7314,815.2562,795.8085,751.34863,746.3854,731.047,759.88574,756.6843,750.7816,736.1921,757.2254,767.6944,778.5753,813.46844,822.18396,835.09,851.8427,865.7044,864.78174,888.0628,918.5502,919.5795,918.7267,937.904,945.87695,986.0654,1015.412,1010.24475,1031.8625,1042.1427,1057.4504
429.40457,408.41537,414.05545,407.1796,413.11362,419.76047,416.65103,416.1002,435.83984,427.13846,453.51074,462.6741,466.1427,483.54263,497.48816,507.56076,517.6651,528.1098,540.0088,558.3581,572.94824,597.62427,595.70776,611.6946,608.6769,648.9744,666.11786,644.2573,675.5413,679.01276,684.2283
936.48254,1209.6764,1333.6731,1395.3281,1483.7109,1516.0641,1659.6306,1679.9879,1675.7565,1697.6692,1714.8289,1684.326,1719.65,1750.2787,1758.4647,1730.2681,1751.1007,1771.4614,1782.1334,1783.7102,1807.5662,1769.5253,1721.0004,1709.4773,1767.2195,1777.6726,1843.1178,1903.7623,1921.5126,1977.2288,1985.5878
573.49615,616.1848,695.4409,782.7909,942.2478,1069.405,1274.7812,1334.0328,1353.9606,1413.8436,1464.112,1450.7694,1515.9192,1565.3114,1588.0905,1581.1893,1612.7172,1645.3993,1658.6897,1663.5197,1691.1127,1656.6038,1609.4047,1597.9733,1657.3867,1667.9012,1733.2673,1796.8633,1814.3602,1865.7974,1872.0862
548.6684,560.3583,597.14545,624.0129,677.3508,719.5398,805.43787,854.7126,888.3801,927.1193,982.23065,999.89844,1061.9872,1125.9802,1164.4115,1194.7196,1243.3037,1289.3323,1308.708,1329.6793,1366.0336,1350.617,1312.5188,1312.4791,1360.1486,1375.0231,1433.9065,1480.8173,1491.0259,1515.1383,1514.8597
635.70026,686.7447,748.53564,787.50464,849.62396,871.37,949.95703,965.4451,969.2928,986.59607,1019.26697,1016.5837,1068.0499,1128.6151,1167.5853,1203.4546,1263.6542,1324.8169,1363.3661,1400.1718,1453.509,1446.6941,1422.4857,1428.9814,1494.6927,1513.2743,1583.1609,1645.5043,1662.5443,1706.1306,1710.7239
282.30002,314.3084,342.97073,333.44052,333.74704,334.89902,339.3792,340.84924,348.52884,365.4846,358.0962,376.45697,402.3765,406.36752,424.19424,435.19107,456.04706,465.84702,481.58813,496.03836,525.9824,550.2683,548.92444,572.94165,569.00134,598.3959,630.9285,621.5405,633.19415,632.4296,618.5747
381.05457,425.26852,420.57056,411.56732,406.0334,394.44458,398.7867,392.6995,406.05246,417.8893,416.65503,427.01614,458.15704,460.47372,484.89127,497.98065,518.7836,534.1111,554.4124,570.5843,609.48737,634.6991,632.483,650.771,643.2382,686.8703,689.41394,679.73004,720.0017,704.875,718.0609
339.47787,366.63828,376.264,371.50745,376.0392,379.4877,380.53555,378.74573,393.83856,394.87744,408.99197,422.64142,431.3318,445.8752,459.51584,471.89185,485.35028,497.21915,511.69907,527.6719,548.0719,576.3939,577.54517,594.24347,593.42084,628.30383,652.1048,637.98456,659.4254,660.2588,656.7077
262.49216,256.6396,280.5666,280.8474,281.98618,296.75375,296.17752,298.07767,305.93652,313.9215,308.17026,334.6782,354.45886,359.90338,374.52057,381.84326,395.76114,402.7758,413.20563,431.07297,442.1927,467.21646,475.41443,486.97656,486.67215,501.13748,523.097,528.7199,534.40643,538.48236,534.3869
334.5464,340.10654,361.68677,357.39584,356.91806,355.14795,360.21585,359.09595,368.06012,380.69595,383.0661,396.95038,417.93427,429.35498,444.242,457.20474,476.92636,490.5599,507.33932,523.9892,552.2487,580.6131,582.7658,603.20166,602.9385,635.4186,663.54346,656.1216,673.9147,668.6398,662.086
390.7363,389.69058,385.00732,373.65704,371.3303,374.0554,374.73087,369.24435,383.41217,387.10748,399.67923,413.64825,423.58368,436.42126,448.95877,459.65115,472.61786,482.3704,498.1595,512.35223,528.231,555.07385,558.54236,570.7968,564.3931,601.0139,613.8138,597.8243,625.9971,630.623,637.93915
281.3338,348.03894,335.71036,328.30896,328.05026,334.271,336.80725,334.67142,346.88892,359.48743,357.52106,375.24722,393.34335,397.82895,413.61984,423.75,440.08212,445.84274,464.39914,476.9868,495.87442,525.66736,526.6965,537.72504,532.4151,565.9615,579.1584,570.91626,595.6052,596.8569,597.3845
393.07883,397.00162,394.59418,383.95663,382.01144,383.3866,383.22736,377.77722,392.63135,395.6999,408.7303,422.06863,432.7393,446.1216,459.5974,471.0283,484.20798,495.06506,511.46246,526.22107,544.09784,570.92834,573.53577,586.19556,579.765,617.0722,629.159,611.9082,641.9494,645.4232,652.8268
362.42334,376.19904,398.49118,390.56952,391.51965,384.95544,388.53745,387.0156,397.54126,408.72586,412.83347,424.75717,447.11655,458.085,476.84552,491.47833,512.92676,527.6771,544.5293,565.5172,596.9492,622.2555,622.15173,645.2394,645.64606,682.3484,707.61383,701.7568,722.285,714.0325,711.96313
344.43124,334.33493,327.00122,320.4621,325.83035,339.8034,339.37234,336.21356,350.06433,353.00888,364.75092,383.27234,386.87466,396.47833,406.1035,416.46796,426.0185,429.26724,441.50348,459.59494,464.23767,487.40732,494.9386,504.0944,502.86154,532.3591,546.6097,540.50336,560.5352,567.38605,570.4672
286.36685,246.38544,247.96144,253.94527,252.93178,271.612,272.4614,273.20554,283.88876,283.83633,283.0939,308.42096,324.412,331.37927,343.7364,351.3378,361.9058,365.07373,374.84354,390.03845,395.74866,417.991,421.8628,437.52252,431.04956,444.32068,451.9586,464.06747,477.68723,478.37408,483.24475
356.15085,349.2437,342.1693,335.0817,339.9563,352.2483,352.40683,348.272,362.959,364.45764,379.28058,396.0977,398.36505,409.43622,419.32092,429.2013,439.10236,442.96277,456.0393,472.07376,477.7872,502.0633,508.9489,518.6143,516.09344,549.19727,564.3217,553.66656,575.5649,582.8734,587.3474
381.88763,381.03296,375.2527,365.01788,365.0218,370.86078,371.59302,366.62637,381.43637,383.50952,397.85675,412.4326,419.62128,432.54538,444.0804,454.446,466.35632,474.53787,489.12842,503.0921,515.37067,541.32306,545.14496,556.9184,550.8964,587.7687,600.9741,585.28864,612.38367,618.27075,625.57666
837.4914,884.9332,906.93414,924.2443,982.6609,1017.71466,1125.417,1160.1371,1152.8376,1136.4702,1142.165,1125.9382,1155.8281,1177.4473,1183.5676,1190.3464,1217.7393,1251.588,1261.873,1273.957,1301.2708,1285.332,1241.2703,1228.0126,1261.6041,1285.752,1337.5631,1368.2664,1382.256,1404.6417,1411.2235
835.9401,921.90765,977.83984,1019.59894,1103.3141,1122.1636,1216.3214,1205.9713,1176.793,1148.2267,1166.18,1160.9575,1201.6818,1227.6434,1231.861,1236.0046,1259.948,1291.936,1299.3823,1311.5908,1338.1735,1320.3845,1275.2426,1263.2051,1303.7983,1329.9513,1382.7753,1420.2423,1437.5878,1462.3729,1471.6091
223.22543,179.42326,194.1673,208.64363,205.2353,214.47534,211.14616,216.6836,222.77135,220.23232,228.69095,242.12376,262.44135,264.04434,278.4567,289.90875,296.31445,299.48404,317.40167,320.75134,324.56787,347.99316,348.9063,372.10962,360.63687,372.66522,381.40845,387.91354,392.19513,400.8058,406.74988
292.18027,254.68655,260.64264,264.47174,265.35104,283.55453,284.92465,285.8159,295.3337,297.66934,295.6299,321.65198,338.37973,345.6496,358.2483,364.83487,377.08218,382.07123,391.34018,407.64392,415.68948,437.8313,444.61996,458.20404,454.1267,468.82974,478.1141,489.57635,501.87378,503.40186,506.38297
523.84204,507.93893,519.1265,515.6093,521.8172,527.7053,525.5766,529.69025,547.6718,544.49866,565.3701,566.6471,582.51227,597.36847,617.3893,627.9255,641.16095,652.81537,662.7945,688.6903,716.7712,732.8385,732.0082,752.2205,758.1949,798.8412,824.9314,815.4759,834.455,840.9885,843.1473
239.01477,194.21819,208.42401,222.25227,218.74585,230.65291,228.45544,232.90182,241.21098,238.14096,243.44054,260.76657,280.36487,283.71933,297.60687,308.3028,315.10464,317.9723,333.9561,341.05383,345.10193,368.30835,370.1557,391.83817,380.80405,392.13382,400.8841,410.26248,415.9787,422.56787,428.5145
689.5521,576.6123,460.4889,423.4828,410.8135,417.28894,411.5694,396.5162,418.04987,416.25174,446.6229,458.3422,462.71594,482.33243,494.98444,502.58743,514.4509,520.24164,526.3418,540.13446,547.3867,564.1633,556.9947,573.7756,573.8185,610.45215,626.2189,609.2382,634.1228,645.55914,663.5978
234.09496,190.75763,206.14641,219.97363,216.2896,227.65009,225.1982,229.93292,237.764,234.8016,240.67336,257.21756,277.28915,280.20493,294.18784,304.999,311.78476,314.77707,331.1529,337.4913,341.71164,365.21567,366.88318,388.9872,377.7055,389.01923,397.94403,406.9725,411.98846,419.12494,425.13348
258.22263,215.04466,220.94537,232.60663,228.69684,244.17809,242.06784,244.44301,255.6151,252.9499,255.5773,276.12607,293.27515,297.54395,311.6788,321.3227,328.86874,330.6753,345.5841,355.81815,358.65552,381.04092,383.1602,403.18622,392.56146,405.00644,412.91156,423.348,432.75452,437.17197,443.23654
352.88342,363.94016,341.00888,336.8692,334.31064,343.54013,341.86206,337.2457,355.89258,363.74857,365.6515,382.97797,394.1312,399.34738,416.24765,426.41794,443.6387,446.1125,466.0111,479.20285,493.7458,521.6575,519.14484,534.38544,531.99335,564.7092,576.6084,571.63684,591.4422,594.94727,596.65704
324.2729,340.89447,350.2347,347.54092,353.30313,360.3844,361.55518,359.7648,373.59158,375.50552,388.92133,404.30518,410.10275,423.77213,435.67218,446.74036,459.35364,468.08765,481.0834,496.01376,510.42685,538.9192,541.526,556.8248,555.2118,589.3009,612.366,599.5959,618.1952,622.24115,618.44165
817.3707,841.14435,841.6414,835.1087,852.43945,857.65546,898.6598,900.0892,898.0413,895.30884,892.56006,885.4774,911.1226,950.7296,982.211,1011.5725,1063.5024,1128.1191,1193.8014,1251.8815,1309.913,1301.3693,1247.8389,1217.7389,1231.4122,1244.1204,1285.0764,1302.3544,1312.0269,1329.934,1333.0286
261.9064,219.44664,224.55066,236.05415,232.5376,248.52975,246.98775,249.23183,260.4036,258.0387,259.9069,281.2109,298.4494,303.19788,317.09695,326.4636,334.19016,336.05905,350.12195,361.03256,364.6606,386.78314,389.1262,408.7514,398.43854,410.57724,418.26352,429.13864,439.51077,443.39355,449.00717
356.5979,349.26828,341.8562,334.3543,338.52094,350.26248,350.37918,346.39987,360.88193,363.37146,376.80255,393.63022,397.08597,407.76526,418.13644,428.06348,438.42947,442.4454,455.91254,471.81857,478.1997,502.90756,509.5898,519.3273,516.7298,549.55646,564.6732,554.27216,576.1962,583.2771,587.2964
247.93585,240.65956,237.43457,243.0423,238.42387,256.891,257.80566,256.96567,269.86255,270.3207,270.25412,292.27377,307.96396,311.34595,325.76376,334.18054,344.14502,344.44724,357.93472,371.36728,375.46304,397.91867,399.6565,417.38242,407.1021,420.44016,425.87726,437.13885,451.71725,454.56305,462.91092
266.00967,228.45737,234.67569,244.53598,241.20644,258.63522,257.16626,258.8327,269.95963,268.9695,269.2083,292.6036,309.91528,314.90207,328.53522,337.25568,346.4502,348.5901,361.41846,373.99338,379.31335,401.67892,404.3742,422.53738,413.7546,425.12857,434.27637,446.27612,456.85648,459.41837,463.95615
802.97943,816.9393,809.8621,794.60406,796.74774,789.5153,804.3312,790.2126,781.35474,768.60156,760.5991,764.60876,786.8861,814.8631,834.23,850.53,873.61694,895.54333,905.76184,925.62885,965.06665,977.5282,983.43134,1011.8239,1050.3804,1090.525,1158.4838,1196.9384,1221.4941,1251.5258,1261.3033
262.79538,223.81232,231.30031,242.20934,238.69603,255.6153,253.9673,256.00412,266.98502,265.6255,266.22034,289.0106,306.69907,311.5742,325.32886,334.1762,342.92477,345.18768,358.3488,370.25467,375.48184,397.8649,400.49652,419.19882,409.9298,421.22742,430.22345,441.96555,452.19955,455.22104,459.69012
263.3858,231.86465,239.92537,248.67984,245.94356,263.64075,262.4828,264.08405,274.8218,274.37354,273.89563,298.3653,315.82492,321.02866,334.44962,342.8769,352.8294,355.28024,367.34283,380.80072,386.60028,409.57578,412.4768,429.62064,421.747,433.37802,442.69772,455.0993,466.04208,467.5825,471.853
272.23807,250.57654,258.75287,262.20877,261.6337,280.0781,280.02786,280.73044,291.23157,293.3837,290.6893,317.35312,334.1656,340.43146,353.54114,360.17804,372.6594,377.0334,387.11868,403.14584,410.3312,432.8459,438.83704,452.5462,447.23914,461.72717,470.49844,482.71783,494.67026,495.4429,499.42673
269.53375,248.82823,262.0521,265.75342,265.94403,283.5117,283.46527,284.76266,294.34216,297.30725,294.06396,320.89767,338.6465,344.80417,358.27573,364.69806,377.6495,382.94098,392.87332,409.12537,417.74435,440.57846,447.4321,460.70764,456.65546,470.7166,481.56015,493.36627,503.68866,505.23645,507.3433
243.37177,197.36966,210.6883,224.35211,220.80635,233.27412,231.26474,235.3348,244.05399,241.13632,245.82945,263.7196,283.2084,286.57086,300.664,311.07666,318.23914,320.93307,336.59677,344.24893,348.63858,371.87076,373.79214,395.28992,384.50394,395.62503,404.39133,414.36276,420.1401,426.45428,432.27304
247.8313,246.67468,247.94798,252.01518,249.30061,268.9044,270.54605,269.42697,281.7631,282.62262,281.68848,306.13672,321.16714,325.43423,339.1539,347.11392,358.0302,359.52148,370.9635,386.4221,391.52563,414.67258,417.1294,432.99304,424.65872,438.9858,444.8221,456.441,471.94946,472.97003,480.79782
325.9921,353.70975,354.73965,348.58163,351.38782,357.88858,359.40555,356.76355,370.43823,374.9049,385.36908,400.77347,409.70065,420.97015,433.92664,444.65085,457.8268,466.11,481.09534,494.9874,510.1523,538.5413,541.72253,554.79736,550.8328,586.1624,603.8901,590.72644,614.04016,617.9429,618.2257
318.25797,473.74258,392.29144,452.59125,405.53693,435.39697,423.1758,441.01947,446.5043,453.55585,459.11026,465.48083,494.8019,490.33466,531.599,530.49866,560.2509,563.33405,579.03784,603.1725,633.0889,651.0145,641.47345,681.1397,662.59155,720.89984,725.69415,736.85535,737.3103,747.0304,730.8808
992.11017,840.2918,876.2364,827.8967,829.40704,792.8346,820.2509,807.33594,812.84705,781.5655,825.7654,823.89386,831.2721,885.43414,877.97595,890.7895,888.89246,894.57416,889.4471,911.30756,920.1812,911.7102,900.9146,915.13934,904.6061,956.6435,957.28015,941.2667,987.9453,1016.5017,1062.0099
411.64417,362.31363,326.74692,299.52386,291.32233,302.9863,308.2966,308.7519,316.00134,321.94125,324.90482,345.28027,361.123,371.79108,382.0241,389.406,400.56567,406.2506,414.7835,431.85376,440.95786,463.74442,474.75604,486.9792,483.78082,501.87946,511.31378,515.38824,532.1099,537.1744,542.21356
360.56866,354.6193,344.5826,334.26663,335.7666,346.26578,347.22318,343.1788,356.61084,361.37973,372.0666,389.02628,395.43375,405.10123,415.81247,425.47418,436.4968,440.62753,454.68143,470.05728,477.57376,502.23642,509.56573,518.8483,515.4965,547.2248,561.48145,552.22253,574.3458,581.3324,586.242
373.7804,376.06177,363.9833,355.11063,359.53174,372.41855,371.4953,365.87378,383.89395,380.5071,401.24173,415.8755,415.1841,427.36948,437.56964,446.8809,455.4244,459.54944,472.62134,487.49615,492.2662,517.085,521.90607,531.54956,527.5514,565.5267,578.2497,562.4693,588.7994,597.16486,605.46857
371.79333,314.46146,305.59988,299.99005,302.79556,315.33075,319.21414,319.6482,327.50763,335.80328,339.36935,359.1749,374.7509,385.58615,395.16687,404.39572,416.47336,422.4231,433.69568,450.62448,461.7236,486.05194,497.44376,508.56845,506.54492,529.3495,548.28815,547.14154,562.96674,567.9637,566.471
408.5481,404.02332,404.04922,397.62894,402.91653,409.92123,406.48807,405.16812,425.51654,417.71396,442.57187,452.23624,455.1685,472.01215,485.7486,496.34625,506.26392,516.2256,528.87067,546.20966,559.7822,585.0313,582.64105,598.3496,594.905,635.39667,650.90564,629.8204,661.37854,665.37866,670.3018
383.51868,381.05484,371.38525,363.46796,368.2318,380.0601,378.30923,372.93124,391.83768,387.3242,409.29898,423.07034,422.49265,436.11847,446.64355,456.51868,465.24896,470.9637,483.91412,498.7694,504.986,530.0328,533.2965,544.27875,540.1015,579.38416,592.4948,574.57996,602.06256,610.3574,618.0142
323.70944,267.44547,261.11328,262.07336,262.2494,280.6047,283.8125,284.66312,294.26987,296.154,294.6028,319.6937,336.2671,344.20514,356.23462,362.7728,374.3991,378.8255,387.64114,403.47876,410.87708,432.48322,438.84702,452.50165,447.23965,462.18497,468.8003,479.98306,495.07632,496.43668,501.27707
352.69852,330.03323,342.30344,341.55713,342.98312,344.80518,350.20206,349.48755,357.33316,368.37924,373.08588,387.64948,405.59607,419.11685,430.88562,442.11874,459.67862,472.18958,487.43637,502.50446,525.8775,556.12823,562.9758,581.4065,581.14996,612.22107,638.931,633.11676,650.34326,648.07574,642.26056
569.1738,542.03577,571.8616,572.3022,577.8522,578.87146,590.197,599.485,614.067,614.111,625.0631,624.6265,659.2961,666.0122,688.1845,699.4849,706.61426,720.42975,725.8984,751.233,785.83905,795.97675,789.2836,807.97217,807.37085,853.2933,866.29614,852.7799,889.66705,897.2651,905.2794
338.07587,346.40445,362.9727,357.4419,356.4543,355.2194,359.80045,358.23004,367.64346,379.86548,382.69797,396.71423,416.9743,428.50824,442.99823,455.70282,474.89478,488.122,505.37982,521.37006,548.0141,576.24756,578.68854,597.2394,594.91907,628.7972,651.58734,642.98346,665.2278,659.92737,656.3842
295.18707,268.24808,276.59192,276.9235,278.49765,295.158,296.90262,297.2793,305.7515,312.23114,309.52884,333.98236,351.86023,358.9608,371.8259,379.38217,391.84705,398.1314,408.2634,425.9748,434.71075,458.11044,467.19406,478.33783,475.27005,492.17612,504.81915,512.4248,525.15936,527.8071,529.59283
659.5522,598.26196,628.62573,648.30975,664.8349,661.4809,688.81244,702.7113,706.9073,712.8405,714.66565,718.41364,754.7553,767.0496,784.0485,802.36926,820.17596,832.5886,830.81274,858.03156,902.64813,907.43427,902.45123,920.6319,929.4333,967.072,1000.943,998.3183,1016.1385,1027.2332,1026.1923
585.5265,559.6049,562.1051,566.13446,580.04486,578.677,587.6556,591.6411,606.56775,604.64465,624.0648,625.54407,650.3246,671.4298,687.54083,696.49176,704.33887,715.216,720.2055,741.83795,771.71106,783.98755,778.2472,797.1769,791.9349,834.7846,846.9076,826.9638,862.09576,872.77905,891.61115
1071.0443,1108.3029,1201.3911,1196.7169,1300.6206,1205.2351,1434.0912,1294.8467,1397.2958,1355.3025,1450.8378,1338.4196,1477.0544,1438.1027,1500.5565,1472.2407,1486.6555,1499.8926,1490.6989,1501.06,1506.2141,1471.9293,1418.3298,1417.5925,1428.019,1457.5012,1449.9495,1479.772,1529.2732,1524.4888,1593.3497
641.28876,558.77057,573.3075,584.7319,586.86707,589.5731,599.5327,612.9852,627.8683,623.6294,633.89264,636.50665,666.0805,669.25336,694.87506,707.47894,715.8736,728.5677,734.1033,760.9858,793.92444,803.2918,795.8821,815.94806,816.0619,862.2766,878.82086,862.9087,897.18933,907.06177,912.63416
393.1581,407.5219,437.04596,430.39682,434.56378,424.70438,427.78143,427.21298,436.5391,446.95172,452.59167,461.88043,488.81674,497.4847,520.54877,537.48303,561.29614,577.30963,594.20374,619.91565,657.74805,680.44824,682.7453,707.9259,711.6111,754.073,773.8075,774.09247,795.8499,785.8989,790.0984
263.29675,239.00899,230.37909,235.25395,229.67493,243.91254,245.8271,247.26483,258.71054,259.5204,258.9959,277.3281,298.37805,301.63528,316.42117,324.7497,334.95407,335.32358,350.28256,360.34845,365.99405,389.15024,391.98758,410.76263,399.8941,409.9966,414.62866,426.1106,438.11807,442.5347,451.71146
402.84824,318.3864,286.10782,272.23035,269.87064,288.4658,293.03873,293.31253,302.39,304.7715,305.72162,329.76544,343.76315,352.57977,363.46017,370.30963,380.79382,384.78796,392.7914,409.38327,415.74228,436.11313,442.51953,455.72955,451.14017,468.23254,474.0905,483.49185,500.71524,503.27484,509.46194
319.11874,272.00348,254.4057,250.88644,245.73535,261.48926,266.08337,267.0112,277.8791,279.34003,277.83484,299.00864,318.0683,324.38086,337.07217,345.11633,356.12717,357.27213,368.2688,381.1509,388.14804,410.8802,414.2547,430.54755,423.02045,433.57028,437.8113,449.21588,464.46085,467.2136,475.39642
669.98737,599.68524,630.76904,654.3631,671.9183,668.0445,697.1067,712.74615,716.61584,721.60254,722.08575,726.27,764.0005,774.43176,790.92017,810.0726,827.8309,839.87036,837.33325,864.7444,909.77344,914.3751,908.39636,925.6054,933.92786,971.6886,1005.4303,1001.1638,1020.00616,1031.5869,1030.8279
675.29236,607.44305,632.40674,654.35425,674.1504,670.5246,699.3649,713.60614,716.89215,722.1375,724.40314,728.7291,763.9674,777.2366,793.1714,811.96625,830.4602,842.9659,840.3592,867.8654,912.6692,917.0576,911.853,929.6382,939.447,976.63007,1011.65186,1009.76184,1027.1843,1038.2428,1037.0114
263.08264,233.95427,223.3648,228.60768,223.25948,236.30112,237.71959,239.59264,250.57025,250.81209,251.75638,268.6861,289.09726,292.32446,306.86404,315.79694,325.4539,325.6634,341.33728,350.5759,354.50995,377.2064,379.65793,399.00632,388.101,398.8316,403.7996,414.44064,425.12195,430.27155,440.02814
306.5832,264.5541,248.87679,247.4292,242.0154,257.6254,261.43225,262.41037,273.5028,274.94128,273.5551,294.06046,313.48874,319.16208,332.2471,340.4813,351.273,351.9592,363.9303,376.2019,383.05875,405.6204,408.7877,425.76044,417.5677,427.67648,432.19522,443.77527,458.19296,461.45468,469.7386
347.43597,277.52014,262.61542,260.4568,259.29425,278.76538,281.83777,281.6223,292.43503,293.57312,293.01166,318.28452,332.48224,340.00827,351.74716,358.66425,369.84744,373.0607,381.79596,398.0108,403.73087,425.1091,429.56772,444.1245,438.56454,453.94376,459.8903,471.06494,487.0186,488.1295,494.359
418.3789,345.1029,312.28625,293.86377,292.49478,307.81476,311.61548,311.30356,319.54163,325.38516,329.67963,351.43488,364.85605,374.91183,384.73892,392.54422,403.03125,407.86624,417.1038,435.2698,442.78073,464.57495,475.00427,486.0642,484.15253,504.47446,517.6288,521.52496,537.4673,542.4633,545.4445
448.3339,424.73114,433.61377,426.57233,432.58862,438.5703,434.9242,436.0231,456.17456,446.46765,474.11642,481.78702,487.54803,504.41656,520.2589,529.27527,540.23145,551.347,562.2044,581.9885,599.42206,622.65924,620.4654,636.9425,634.7996,675.56006,693.51404,670.9088,702.6647,706.0076,711.28845
382.80118,377.60736,368.3502,356.22305,354.82928,361.4268,362.87424,357.79852,371.40424,375.21307,387.88934,403.37195,410.69827,422.13828,433.2782,442.92743,454.87598,461.29477,475.74503,489.39993,499.79416,525.34937,531.1291,541.7157,536.22144,571.2866,584.21594,570.5017,596.2101,603.18744,610.5252
441.866,517.1756,505.13718,505.1088,513.1826,513.46356,520.4273,530.13434,548.9807,546.45105,561.2614,559.73627,590.6977,594.7414,620.86536,628.682,636.6301,650.20355,657.52136,678.5762,709.7606,726.2166,719.3609,738.8166,736.141,781.6712,793.1631,772.9056,812.4267,814.27045,821.22504
308.60638,306.05087,325.988,324.00787,324.5382,329.584,332.92624,333.6024,341.82913,355.2003,353.83936,371.41196,391.29324,400.40128,413.01956,423.8153,441.51566,450.28754,465.1204,479.1902,499.8256,528.41943,532.40485,548.6825,545.90436,574.8443,599.4233,593.91656,609.2464,609.43823,602.3793
448.07993,522.1997,511.56754,512.07166,520.5555,520.5613,528.2692,538.7577,556.84735,555.175,568.49493,566.7668,599.8834,602.45807,629.14557,637.39374,645.1319,659.01526,666.4143,687.8528,719.7923,735.34216,728.3743,748.02155,745.5804,791.2946,802.8801,783.8861,823.1458,824.8717,831.4681
421.2064,407.54718,429.2143,427.53574,431.65768,424.22223,425.80737,422.95947,431.04077,437.88055,447.66196,457.7496,479.83582,493.96347,512.8214,528.87274,551.99506,569.9985,587.8582,612.9769,650.2364,678.19965,684.94055,709.03986,715.01544,757.18823,780.6713,779.92664,801.718,795.15735,798.005
397.71027,374.60577,383.33298,378.7149,379.2062,375.94,379.62146,376.14468,385.27454,393.09058,402.26318,414.65317,431.44302,447.04163,460.82953,473.8523,492.11252,507.2348,524.5087,543.29724,570.02,600.3942,606.89606,625.5663,625.1925,661.30286,684.959,676.92444,700.3347,695.2162,694.71906
377.54153,346.4088,350.24637,345.99298,346.49377,348.35867,353.64673,351.6298,359.89224,369.9373,376.53333,390.87405,406.7915,420.37872,431.78674,442.7865,459.55582,471.33737,486.35635,501.85934,522.6912,552.37726,559.3148,576.36633,574.307,607.02655,629.8836,622.432,642.8898,641.86865,639.9573
441.23682,532.10675,514.1026,516.055,526.115,525.45886,534.98236,547.3657,564.36346,563.41266,574.0715,572.543,609.1407,607.43884,635.90485,644.83954,652.151,666.5025,674.1098,695.6984,729.26447,744.2174,737.03253,756.14417,753.9054,800.41907,811.25696,793.1248,833.0217,833.6353,839.16846
430.94296,514.6792,495.7689,497.0373,504.5463,504.71884,510.87823,520.4519,539.7913,536.205,552.0348,550.6661,580.53186,584.05066,611.0352,618.4724,627.0614,640.4462,647.94806,669.11194,699.8476,716.7455,709.8458,729.327,726.8272,772.64264,783.6736,763.44995,803.3357,803.7964,810.2744
434.15128,518.29553,501.23282,501.6203,510.0397,510.5027,517.4049,527.9433,546.78564,543.4064,558.4194,557.0381,587.75745,590.43744,617.26556,625.04364,632.9233,646.4921,654.129,675.11383,706.1879,723.06085,716.2837,735.0388,732.2945,778.5574,789.24554,768.26764,808.91876,809.9187,816.4225
440.68866,513.4019,499.36337,500.6676,507.51938,507.6829,513.20135,522.37665,541.31836,538.15967,554.07336,552.4915,582.17224,586.5296,613.4466,621.1953,630.58765,644.0354,651.3823,673.7559,704.4449,720.4771,713.79193,734.517,733.1939,778.14557,790.6197,773.5089,810.37976,811.17834,816.7629
